id_canal,name_canal,Water Storage,TEMP_54,TEMP_55,TEMP_56,TEMP_57,pH_54,pH_55,pH_56,pH_57,DO_54,DO_55,DO_56,DO_57,H2S_54,H2S_55,H2S_56,H2S_57,BOD_54,BOD_55,BOD_56,BOD_57,COD_54,COD_55,COD_56,COD_57,SS_54,SS_55,SS_56,SS_57,TKN_54,TKN_55,TKN_56,TKN_57,NH3N_54,NH3N_55,NH3N_56,NH3N_57,NO2_54,NO2_55,NO2_56,NO2_57,NO3_54,NO3_55,NO3_56,NO3_57,T-P_54,T-P_55,T-P_56,T-P_57
238,คลองสาธารณะประโยชน์,ถ.ประชาราษฎร์สาย 1 ใกล้ ซ.21,28.7,28.7,29.6,29.8,7,7,7.3,7.2,1.1,1.4,0.2,1.2,0,0.1,0.4,0.1,7.1,10.2,12,8.6,35.3,62,76.8,45.7,28.7,32.8,9.4,17.3,4.4,7.7,8.2,7.6,2,4.6,6.1,4.8,0.2,0.1,0.2,0.3,1.9,1.9,2.2,2,0.3,0.7,0.9,0.6
239,คลองสามง่าม,ม.เกาะแก้ววิลล่า ซ.2 ถ.พหลโยธิน 54/1,29.5,28.8,29.3,29.3,6.9,6.8,7.2,7.2,0.1,1.3,0.1,1,1.2,0,1.1,0.7,15.2,15.3,28.3,39.3,66.7,65.9,156.6,361.3,13.1,22.1,18.3,276,7.3,6.1,13.3,56.9,4,3.9,10.2,25.4,0.2,0.4,0.2,0.2,2.6,2.3,2.7,2.5,0.7,0.7,1,1.8
240,คลองสามเสน,ปตร.สามเสน,29.1,29.5,28.8,29.1,7.1,6.9,7.5,7.1,1.8,1.5,1.4,1.8,0.1,0,0,0,7.7,10.3,6.6,6.7,36.2,74.5,44.3,41.3,38.5,45.9,15.6,26.3,5.8,5.6,7.4,6.7,3,3.4,4.7,4.7,0.2,0.4,0.4,0.4,2.2,2.1,1.8,2.8,0.4,0.6,0.7,0.7
241,คลองสามเสน,วัดโบสถ์,29.1,29.5,28.8,29.1,7.1,7,7.5,7.1,1.7,0.7,1.4,1.8,0.1,0,0,0,8.1,12.9,6,7.8,36.6,58.8,70.1,39,43.1,34.2,13.3,28.2,5,6,6.3,7.7,2.3,3.7,4.5,4.9,0.2,0.4,0.3,0.4,2,2.1,1.8,2.8,0.4,0.7,0.7,0.7
242,คลองสามเสน,อนุสาวรีย์ชัยสมรภูมิ,29.1,29.5,28.8,29.1,7.1,6.9,7.4,7.1,1,0.2,0.6,0.4,0,0.2,0.2,0.4,12,28.7,18.4,16.6,49.8,95.1,88.1,62.2,29.4,26,18.8,36.6,7.9,10.7,8.5,10.3,4.8,7.3,7.2,8.1,0.2,0.3,0.2,0.2,2,2.2,2.4,3.3,0.5,1.3,1,0.9
243,คลองสามเสน,หลังแฟลตดินแดง,29.1,29.5,28.8,29.1,6.7,6.9,7.4,7.1,1.1,0,0.6,0.8,0.1,0.2,0.5,0.3,13,23.5,11.3,12.3,44,77.3,68.4,55.5,19.1,20,11.9,20.6,7.9,9,7.9,8.6,5.3,6.1,6,6.9,0.1,0.3,0.3,0.3,1.9,2.4,2.3,3.5,0.6,1.2,0.9,0.9
244,คลองสำโรง,สะพานสำโรง (ถ.ศรีนครินทร์),29.3,29.2,29.6,29.4,7.1,7,7.4,7.4,0.9,1.3,0.4,2,0.3,0.1,0.4,0.3,11.6,16,11.5,14.7,59.7,67.5,84.8,82.3,16.8,20.7,15,23,7.8,7.8,12.9,14.3,4.9,5.3,10,11.2,0,0.1,0.2,0.1,2.6,2.5,2.4,2.8,0.6,1.1,1.1,1.1
245,คลองสำเหร่,ถ.เจริญนคร,30.2,30.8,30.6,30.2,7.5,7.4,7.4,7.4,2.3,3.2,2,1.7,0,0,0,0,9.1,7.3,7.5,11,71.8,79.1,71.8,53.2,20.4,14.4,14,17.3,3.1,2.5,2.6,2.6,1.9,0.9,1,1,0.6,0.4,0.2,0,0.3,0.5,0.3,0.5,2.1,2,1.6,1.5
246,คลองสำเหร่,ถ.เทอดไทย,30.5,30.7,30.4,30.2,7.5,7.4,7.5,7.4,2.5,2.6,2.4,1.8,0,0,0,0,7.7,7.6,7.9,10.5,86.5,66.4,63.4,52.7,18.4,14.3,13,19.7,3.7,3,2.7,2.5,2.2,1,1,0.9,0.6,0.4,0.1,0.1,0.5,0.4,0.3,0.2,1.8,1.7,1.8,1.5
247,คลองสิบเอ็ด,ถ.คลองสิบ คลองสิบเอ็ด ,30.8,29.3,29.1,29.3,7,6.9,7.4,7,2.7,2.9,4.6,2.5,0,0,0,0,4.3,3.8,3,3.8,35.4,44.1,128.9,44.1,17.6,38.8,30.4,31.8,2.8,2.9,4.3,3.4,0.6,0.3,1.1,0.4,0.2,0.3,0.1,0.2,2.1,2.6,1.9,2.3,0.2,0.1,0.2,0.1
248,คลองแสนแสบ,ตลาดหนองจอก,28.6,29.4,29.6,29.7,7,6.9,7.6,7,3.1,3,5.7,2.3,0,0,0,0,3.8,3.5,4.1,3.5,43.6,36.3,74.9,25.7,36.6,41.2,42.1,29.1,3.5,2.6,4.6,4.1,1.3,0.3,1.4,0.3,0.1,0.2,0.1,0.2,2.3,1.9,1.7,1.7,0.2,0.1,0.4,0.3
249,คลองแสนแสบ,ถ.อโศกดินแดง,29.8,29.4,29.6,29.3,7,7,7.4,7.2,1,1.2,1.2,1.4,0,0,0.1,0.2,8.8,8,9,12.8,53.9,59,106,73.6,31.5,63.7,39.4,30.8,6,8.3,8.5,8.3,3.3,4.6,4.8,6.1,0.1,0.2,0.4,0.2,2.1,2.3,2.5,1.9,0.5,0.8,0.9,1
250,คลองแสนแสบ,ปตร.แสนแสบ (ถ.เพชรบุรี ซ.ประสานมิตร),29.8,29.4,29.6,29.3,7,7,7.5,7.2,1,1.3,1.7,1.1,0.1,0,0.2,0.1,8.7,8.5,7.6,10.3,58.8,94,104.4,76.6,31.8,64.6,44.8,36.9,6.3,8.3,9.1,7.2,4.1,4.6,5.5,5.6,0.1,0.2,0.5,0.2,2.2,2.4,2.6,1.9,0.5,0.8,0.9,0.8
251,คลองแสนแสบ,ซ.เทพลีลา,29.8,29.4,29.6,29.3,7.1,7,7.4,7.2,0.9,0.8,0.6,0.3,0,0.1,0.2,1.3,10,8.8,10.3,12.3,67.2,69.3,151.4,75.8,43.2,53.4,40.4,32.6,7.2,8.1,12.7,10.4,4.5,4.8,8.8,8.6,0.1,0.2,0.3,0.1,2.2,2.4,2.2,2.2,0.5,0.8,1.2,1
252,คลองแสนแสบ,สะพานบางกะปิ,29.8,29.4,29.6,29.3,7.1,7,7.4,7.2,0.8,0.9,0.7,0.2,0.1,0,0.2,1,9.2,8.7,10.5,12.5,60.9,64.5,132.1,68.8,34.3,57,45.5,30.5,6.9,6.9,13.1,13.8,4.8,4.4,8.6,9.7,0,0.2,0.3,0.1,2.2,2.4,2.4,2.2,0.6,0.8,1.2,1.1
253,คลองแสนแสบ,วัดบำเพ็ญเหนือ,28.6,29.4,29.6,29.7,7,7.2,7.5,7.2,2.3,3.1,2.6,1.8,0,0,0,0,7,6.3,6.3,7.7,42.6,61.9,94.5,50.9,19.9,29.4,43.5,22.8,4.3,5.1,8.6,9.7,2.3,2.3,6.3,6.1,0.1,0.2,0.4,0.1,2.1,2.2,2.1,2.2,0.4,0.4,1,0.8
254,คลองแสนแสบ,มีนบุรี (โรงเรียนสตรีวิทยามีนบุรี),28.6,29.4,29.6,29.7,7.1,7.1,7.5,7.2,3.3,3.1,3.9,2.2,0,0,0,0,6.9,6.5,5,7.7,45,47.3,68.5,55.7,17.4,28.9,40.3,23.9,3,4.8,7.6,7.6,1.5,2.1,3.9,4.6,0.2,0.3,0.4,0.1,2.2,2.1,2,2.2,0.4,0.4,0.9,0.8
255,คลองแสนแสบ,ปตร.แสนแสบ (ของกรมชลประทาน),28.6,29.4,29.6,29.7,7.1,7.1,7.6,7.4,2.6,3.7,5.8,2.8,0,0,0,0,5.2,5.3,5.4,5.7,40.6,53.5,56.9,51.4,15.7,24.2,21.9,22.4,4,4.6,6,7.4,1.4,1.7,2.9,4.2,0.2,0.2,0.5,0.1,2.2,2.1,2.3,2.2,0.4,0.2,0.6,0.6
256,คลองแสนแสบ,สะพานประตูน้ำเวิลเทรดเซ็นเตอร์,29.8,29.4,29.6,29.3,7.1,7,7.4,7.2,1.4,1,2,1.3,0,0,0,0,7.7,13.9,7.4,12,49.6,135.5,73.8,73.3,29.1,88.5,25.8,50.9,5.9,8.6,7.4,6.5,3.3,4.6,3.9,3.9,0.2,0.3,0.3,0.3,2.1,1.7,2.3,1.8,0.5,0.8,1,0.8
257,คลองแสนแสบ,ถ.เลียบวารี,28.6,29.4,29.6,29.7,7,7,7.4,7.3,3.5,3.1,3.8,2.7,0,0,0,0,3.8,4.6,3.9,3.7,29.2,46.1,46.9,33.7,26.2,31.1,29.1,33.3,2.4,3,7.7,4.5,0.5,0.8,2.7,1,0.2,0.3,0.2,0.1,2.3,2.1,2.5,1.8,0.2,0.2,0.4,0.2
258,คลองแสนแสบ,ถ.สังฆสันติสุข ซ.โรงเรียนสุเหร่าใหม่,28.6,29.4,29.6,29.7,7,7,7.8,7.3,2.8,3.2,6.5,3.7,0,0,0,0,3.8,3.5,6.9,3.2,35.1,45.3,60.4,24.8,34.6,38.5,39.4,58.3,1.7,1.9,4.1,3,0.5,0.1,1.2,0.7,0,0.2,0.1,0.1,2.2,1.9,1.6,1.7,0.2,0.1,0.4,0.2
259,คลองหนองคา,หมู่บ้านมณสินี,28.8,28.8,29.5,30.1,6.9,6.8,7.3,7.1,1.6,1.8,1.1,1,0,0,0.2,0.4,5.7,4,10.4,13.7,38.5,41.1,127,66.9,11.8,24.9,12.3,20.1,3.6,2.9,8.3,9,1.6,0.9,5,6.3,0.2,0.5,0.3,0.1,2.6,2.5,2.5,2.3,0.4,0.2,0.8,0.7
260,คลองหนองตะกร้า,ถ.ลาดกระบัง ใกล้ ซ.40,28.8,28.8,29.5,30.1,6.9,6.8,7.5,7.2,2.1,1.8,3,3.4,0,0,0,0,5.2,4.1,5.1,7.5,34.9,44.5,116.9,56.3,14.8,21,14.3,22.8,2.9,4,7.9,7.1,1.3,1.4,3.9,4,0.2,0.4,0.5,0.2,2.5,2.5,2.9,2.3,0.3,0.2,0.7,0.6
261,คลองหนองบอน,ถ.เฉลิมพระเกียรติ ร.9 ซ. 26,30.3,28.8,29.1,29.8,7.1,7,7.4,7.2,1,0.2,0.3,0,0.5,0.2,0.8,3.1,11.2,12.5,13.9,14.2,61.9,71.2,67.1,65.5,12.3,15.5,16.9,17.1,6.4,8.2,8.3,11.9,3.9,4.8,5.9,8.2,0.2,0.2,0.4,0.1,2.9,2.6,3.4,2.9,0.7,1,1,1
262,คลองหนองปรือ,สวนพระนคร ,28.8,28.8,29.5,30.1,6.9,6.9,7.3,7.1,1.1,1.6,1,0.9,0.2,0,0.4,1.6,9.4,3.7,15.5,17.8,45.6,45.5,118,71.3,14.6,19.4,12.8,14.9,4.5,3.7,11.6,12.2,2.3,0.8,7.5,10,0.2,0.4,0.4,0.1,2.4,2.5,2.5,2.5,0.3,0.3,0.8,0.7
263,คลองหลอดวัดราชนัดดา,หลัง กทม. 1,29.2,28.5,29.1,29.3,6.9,6.8,7.3,7.2,0.8,0.4,1.1,1.3,0,0.1,0.1,0.1,10.7,10.9,6.6,9.7,36.2,40.7,72.4,49.2,18.8,21.8,15,16.3,5.3,5.1,4.9,4.8,2.5,2.3,2.1,2.8,0.2,0.2,0.5,0.3,1.7,1.6,2.1,2,0.5,0.5,0.5,0.5
264,คลองหลอดวัดราชบพิธ,ถ.ตีทอง,29.2,28.5,29.1,29.3,6.9,6.8,7.4,7.2,0.8,0.3,1.7,1.3,0.1,0.1,0.1,0.3,12.3,14,7.4,10.5,35.8,47.5,85.5,60.2,16.9,18.7,16,22.1,5.2,6,6.7,5.9,3.2,3.9,2.9,3.6,0.2,0.2,0.4,0.3,1.7,1.6,1.9,2,0.5,0.7,0.6,0.6
265,คลองหลอแหล,ถ.สุขาภิบาล 3 ซ.รามคำแหง 157/3,28.6,28.5,29.3,29,7,7.1,7.6,7.3,1.4,3.2,4,3,0,0,0,0,8.3,6.9,8.6,9.7,45.8,66.1,127.9,66.8,18.2,26.5,16,23.4,5.9,6.9,7.6,10.9,3.6,2.8,5.2,8.5,0,0.3,0.2,0.1,2.3,2.2,1.9,2.1,0.6,0.5,0.8,0.8
266,คลองหลอแหล,ถ.สุขาภิบาล 3 ซ.รามคำแหง 162,28.6,28.5,29.3,29,7,7.1,7.5,7.2,1.3,3.6,3.2,2.3,0,0,0,0.7,8.3,7.1,7.1,9.7,46.9,65.6,163.8,63,20,29.5,12.4,26.8,6.5,6.7,6.9,9.8,3.4,2.7,5.1,6.8,0.1,0.3,0.2,0.1,2.2,2.1,1.8,2.1,0.6,0.5,0.8,0.7
267,คลองหลอแหล,ถ.สุขาภิบาล ตลาดสดชีรอ,28.6,28.5,29.3,29,7,7.1,7.5,7.2,1,3,4.3,2.1,0,0,0,0.3,8.7,7.8,7.4,11.2,54.6,63.6,137.9,74.6,19.3,24.8,11,29.1,5.3,6.8,7.4,12.6,3.3,3.7,5.3,8.5,0.1,0.3,0.3,0.1,2.4,2.1,1.9,2.1,0.6,0.5,0.8,0.9
268,คลองหลอแหล,ถ.ราษฎร์พัฒนา ซ.มิสทิน,28.2,28.7,30,29.8,7,7.1,7.4,7.2,1.4,3.4,2.2,1.3,0,0,0,0,7.3,8.3,5,9.3,45.9,66.8,106.9,50.8,13.5,23.1,15.4,20.5,5.7,4.8,7.4,12.7,2.4,2.8,3.8,8.5,0.1,0.4,0.2,0.2,2.3,2.4,2.4,2.2,0.6,0.6,0.9,0.8
269,คลองหลุมไผ่,ถ.ลาดปลาเค้า,29.4,29,29.4,29.3,7.1,7,7.3,7.3,0,0.1,0,0,1,0.2,1.5,3.3,18.1,16.1,19.4,19.6,81.8,59.3,62.9,76.3,28.9,12.1,10.3,12.6,7.2,8.1,11.8,13.9,4.8,6.2,9.8,9.4,0.1,0.3,0.3,0,2.9,2,2,3,0.8,0.9,1.1,1.1
270,คลองหลุมไผ่,ซ.ลาดปลาเค้า 47,29.4,29,29.4,29.3,7.1,7,7.4,7.3,0.2,0,0,0,1.4,0.5,0.7,2,18.2,21.1,17.1,20,102.4,63.6,90.1,80.8,17.6,12.2,12.3,14.1,9.9,8.9,16.2,18.1,5.1,5.9,10.1,13.6,0,0.2,0.3,0,3,2.2,2.2,2.9,0.8,1,1.2,1.2
271,คลองห้วยขวาง,ชุมชนห้วยขวาง,28.9,29,29.5,29.5,7.1,7,7.3,7,0.6,0,0.5,0.1,0.7,0.5,0.5,3.6,17.1,20.6,19.3,41.3,76.1,67.8,145.1,115.8,15.3,17.9,21.3,21.3,10.4,9,14.7,20.2,7,6.8,10,16.5,0,0.2,0.3,0.1,2.3,2,1.9,2.3,0.6,1.1,1.1,1.3
272,คลองห้วยขวาง,ถ.สุทธิสารวินิจฉัย,28.9,29,29.5,29.5,7.1,7,7.2,7.1,0.3,0.2,0,0.1,0.7,0.2,0.7,3.2,16.8,14.5,28.8,47.2,61.7,53.6,129,130.3,15.1,15.4,15,21.1,10.6,8.9,15,26.5,7,5.2,12.9,20.1,0,0.2,0.1,0.1,2.2,1.9,2,2.4,0.7,1,1.3,1.4
273,คลองห้วยขวาง,ถ.รัชดาภิเษก,28.9,29,29.5,29.5,7.1,7,7.3,7.1,0.3,0,0,0,0.9,0.4,0.7,2.5,16.4,20.6,24.8,36.6,64.2,66,112.5,128.7,13,22.8,21.4,22.4,10.6,9.9,15.7,17.1,5.8,6.6,14,14.3,0,0.2,0.1,0.1,2.3,2.1,2.1,2.3,0.7,1.1,1.3,1.2
274,คลองห้วยขวาง,ถ.วัฒนธรรม ใกล้สถานทูตเกาหลี,28.9,29,29.5,29.6,7.1,7,7.3,7.1,0.3,0,0,0,0.6,0.3,0.6,2.6,15.1,16.2,27.3,35.5,57.3,58.8,133.1,120.9,11.6,19.3,13.9,18.4,8.3,8.8,14.5,17.8,5.2,6.1,12.1,14.3,0,0.2,0,0.1,2.2,2,1.9,2.3,0.7,1,1.2,1.2
275,คลองหวังโต,ถ.มิตรไมตรี ชุมชนหนองจอก,30.8,29.3,29.1,29.3,7,6.8,7.3,7,2.6,2.3,2.8,1.5,0,0,0,0,3.8,2.9,3.4,4.3,37.3,45.6,77.8,35.1,22.8,53.1,38.6,16.1,2.9,3.4,4.8,3.8,0.8,0.6,1.6,0.9,0.1,0.2,0.2,0.2,2.2,2.3,2.1,2.3,0.2,0.2,0.3,0.2
276,คลองหัวตะเข้,ถ.ลาดกระบัง ใกล้ ซ.17,28.8,28.8,29.5,30.1,6.9,6.8,7.3,7.1,1.4,1.5,1.4,1.8,0.1,0,0.7,0.1,6.2,5.8,22.5,8.4,32,51.5,135.8,59.8,20.3,29,14.4,22.4,3.3,4.8,10.4,8.2,1.2,1.2,8,4.7,0.2,0.5,0.3,0.2,2.4,2.2,2.8,2.3,0.4,0.3,0.9,0.7
277,คลองหัวลำโพง,หน้าเขตคลองเตย,28.8,29.1,29.4,29.6,7,6.8,7.3,7.2,0,0,0,0,0.2,0.3,1.3,0.9,25.3,52.5,35.6,31,104.1,142.6,275.4,89.8,22.3,28.9,61.1,17.2,15.7,15.1,17.6,14.6,11.6,10.6,14,11.9,0,0,0.1,0,2.7,2.4,2.2,2.2,0.9,1.4,1.5,1.4
278,คลองหัวหมาก,ถ.อ่อนนุช,28.8,29.2,29.6,29.5,7.1,7.4,7.7,7.4,1.9,4,4.4,1.8,0,0,0.1,0.1,7.8,8.8,10.4,10.9,46.5,78.3,140.5,74.8,15.8,12.8,19,26,4.7,7.4,10,9.2,2.7,3.2,8,6.8,0.1,0.2,0.3,0.2,2.4,2.5,3.6,2.4,0.6,0.7,1.2,1
279,คลองออเงิน,ตัด ถ.สุขาภิบาล 5,29.5,28.8,29.3,29.9,6.8,6.9,7.2,7.1,0.1,2.8,1.3,0.3,2.7,0,0.4,0.5,22.4,10.8,13.4,10.2,64.3,75.9,100.4,54.8,19.2,22.6,13.1,15.7,7.7,6.4,10.8,10.6,3.3,3.3,8.1,8.4,0.1,0.4,0.2,0.1,3,2.4,2.4,2.2,0.7,0.7,0.9,0.8
280,คลองออเงิน,หมู่บ้านมายด์เพลส,29.5,28.8,29.3,29.8,6.8,6.9,7.2,7.1,0.2,2.6,1.3,0.4,1.1,0,0.1,0.5,7.6,7.8,7.6,9.2,42.6,61.6,112.3,58.8,23.5,18.1,11.9,11.5,7.4,4.8,10.7,9.4,2.4,2.5,6.4,6.7,0.2,0.4,0.3,0.2,2.3,2.2,2.3,2.3,0.6,0.5,0.8,0.8
281,คลองออเงิน,โรงเรียนศิริวัฒน์วิทยา,29.5,28.8,29.3,30,6.9,6.8,7.2,7.2,0.3,2.2,1,3.4,0.7,0,0.9,0,7.4,7.8,9.9,4.3,40.5,73.5,85.3,34.6,11.5,20.6,25.6,31.4,7.3,4.4,10.5,3.7,2.5,2.7,8.3,0.6,0.2,0.4,0.2,0.1,2.2,2.2,2.3,2.5,0.5,0.4,0.9,0.2
282,คลองอ้อมนนท์,ท่าน้ำวัดโตนด,28.8,28.6,29,30,7,7,7.5,7.2,2.6,3,2.8,3.2,0,0,0,0,3.2,3.3,4.4,4.2,33.6,25.8,85.9,32.6,22.7,28.6,26.5,25.8,2.4,2.4,2.8,3.2,0.3,0.1,0.6,0.7,0.1,0.2,0.2,0.2,2.1,1.8,3.2,2.3,0.2,0.1,0.3,0.3
283,คลองอ้อมนนท์,ท่าน้ำวัดประชารังสรรค์,28.8,28.6,29,29.6,7.1,7,7.5,7.1,2.5,3.2,2.8,0,0,0,0,2.3,3.4,3.5,3.7,28.4,28.5,29.6,102.5,92.8,24.4,27.4,34.9,25.8,2.3,2.6,4.4,12.5,0.3,0.2,0.6,10.4,0.1,0.2,0.3,0.1,2.1,2.1,3.1,1.9,0.2,0.1,0.3,1.3
284,คลองอู่ตะเภา,ถ.สุวินทวงศ์ บ.มีนบุรีวิศวกรรมโยธา,29.4,29.1,29.1,0,6.8,6.9,7.2,0,1.3,3.1,3,0,0,0,0.1,0,4.6,5.4,4,0,58.4,51.5,170.1,0,18.5,30.5,21,0,3.7,2.5,4.3,0,0.9,0.6,1,0,0.1,0.2,0.3,0,2.5,2.3,2.3,0,0.2,0.2,0.3,0
285,คลองอู่ตะเภา,โรงสูบน้ำพระราม 4,28.8,29.1,29.4,29.8,7,6.9,7.4,7.2,0.2,0.1,0.2,1.4,0.2,0.2,0.4,0.4,18.1,23.5,16.6,10.6,69.9,91.3,94.8,65.2,21.3,24.8,21.3,14.8,9.3,9.5,11.8,10.6,6.5,5.7,8.5,8.1,0.1,0.1,0.2,0.2,1.9,2.1,2.3,2.4,0.8,1.1,1.2,0.8
286,คลองคูเมืองเดิม,สะพานหน้ากระทรวงมหาดไทย,0,0,0,29.3,0,0,0,7.3,0,0,0,3.2,0,0,0,0,0,0,0,5.9,0,0,0,45.3,0,0,0,15.3,0,0,0,4,0,0,0,1.5,0,0,0,0.4,0,0,0,2.4,0,0,0,0.4
287,คลองจรเข้,ถ.วัชรพล (ใต้ทางด่วน),0,0,0,29.9,0,0,0,7.1,0,0,0,0,0,0,0,1.3,0,0,0,33.6,0,0,0,99.1,0,0,0,21.8,0,0,0,20.2,0,0,0,17.6,0,0,0,0.1,0,0,0,2.6,0,0,0,1.3
288,คลองต้นสน,ซ.ต้นสน หน้าโรงเรียนนานาชาติมัลเบอรี่เฮาส์,0,0,0,29.4,0,0,0,7.2,0,0,0,0.5,0,0,0,0.6,0,0,0,34.5,0,0,0,153.4,0,0,0,60.8,0,0,0,19.5,0,0,0,16.1,0,0,0,0.1,0,0,0,2,0,0,0,1.3
289,คลองต้นสน,ซ.ต้นสน ข้างสถานทูตเนเธอร์แลนด์,0,0,0,29.4,0,0,0,7.3,0,0,0,0.4,0,0,0,0.6,0,0,0,23,0,0,0,115.3,0,0,0,52,0,0,0,15.8,0,0,0,13.3,0,0,0,0.2,0,0,0,2.8,0,0,0,1.1
290,คลองพลับพลา,สถานีสูบน้ำคลองพลับพลา,0,0,0,29.7,0,0,0,7.4,0,0,0,1.2,0,0,0,0.2,0,0,0,6.8,0,0,0,51.8,0,0,0,13.4,0,0,0,11.4,0,0,0,9.7,0,0,0,0.2,0,0,0,2,0,0,0,1
291,คลองพลับพลา,ประตูคลินิกศูนย์แพทย์พัฒนา ถ.ประดิษฐ์มนูธรรม,0,0,0,29.6,0,0,0,7.4,0,0,0,0.8,0,0,0,0,0,0,0,7.5,0,0,0,50.5,0,0,0,13.3,0,0,0,12.6,0,0,0,10.5,0,0,0,0.2,0,0,0,2,0,0,0,1
292,คลองพลับพลา,หน้าลานจอดรถคลินิกศูนย์แพทย์พัฒนา,0,0,0,29.7,0,0,0,7.4,0,0,0,1,0,0,0,0.1,0,0,0,9.8,0,0,0,54.6,0,0,0,18.7,0,0,0,12.6,0,0,0,10.5,0,0,0,0.2,0,0,0,2.1,0,0,0,1
293,คลองพลับพลา,หลังหมู่บ้านพลับพลา ฝั่ง สน.วังทองหลาง,0,0,0,29.7,0,0,0,7.4,0,0,0,1.5,0,0,0,0,0,0,0,13.1,0,0,0,60.3,0,0,0,17.2,0,0,0,12.1,0,0,0,8.4,0,0,0,0.2,0,0,0,2.3,0,0,0,1.1
294,คลองพลับพลา,ลำธารคลองพลับพลา หลัง สน.วังทองหลาง,0,0,0,29.7,0,0,0,7.4,0,0,0,2.1,0,0,0,0.2,0,0,0,12,0,0,0,56,0,0,0,14.3,0,0,0,11.9,0,0,0,8.4,0,0,0,0.2,0,0,0,2.6,0,0,0,0.9
295,คลองพลับพลา,หลังป้อมตำรวจ ตรงข้ามคลินิกศูนย์แพทย์พัฒนา,0,0,0,29.7,0,0,0,7.4,0,0,0,0.7,0,0,0,0.3,0,0,0,7.3,0,0,0,51.3,0,0,0,13.1,0,0,0,14.7,0,0,0,11.6,0,0,0,0.2,0,0,0,2.2,0,0,0,1
296,คลองลาดพร้าว,สน.วังทองหลาง,0,0,0,29.7,0,0,0,7.3,0,0,0,0.2,0,0,0,0.9,0,0,0,11.4,0,0,0,56.6,0,0,0,21.7,0,0,0,10.9,0,0,0,8.5,0,0,0,0.1,0,0,0,2.1,0,0,0,1
297,คลองลำต้นไทร,ถ.สุวินทวงศ์ ก่อน กฟผ.สุวินทวงศ์,0,0,0,29.8,0,0,0,7.2,0,0,0,4.6,0,0,0,0,0,0,0,9,0,0,0,78.8,0,0,0,29.4,0,0,0,8.2,0,0,0,3.5,0,0,0,0.3,0,0,0,2.8,0,0,0,1.2
298,คลองสมคิด,ซ.สมคิด ข้างลานจอดรถเซ็นทรัลชิดลม,0,0,0,29.4,0,0,0,7.3,0,0,0,0.3,0,0,0,0.5,0,0,0,26.7,0,0,0,87.2,0,0,0,22.9,0,0,0,16.8,0,0,0,13.5,0,0,0,0.2,0,0,0,2.3,0,0,0,1.4
299,คลองสมคิด,ซ.สมคิด ก่อนโรงแรมปาร์คนายเลิศ,0,0,0,29.4,0,0,0,7.3,0,0,0,0.7,0,0,0,0.3,0,0,0,21.1,0,0,0,77.8,0,0,0,22.7,0,0,0,18.6,0,0,0,11.7,0,0,0,0.2,0,0,0,2.4,0,0,0,1.4
300,คลองสามวา,ประตูระบายน้ำหทัยราษฎร์,0,0,0,29.7,0,0,0,7.1,0,0,0,2,0,0,0,0,0,0,0,4.3,0,0,0,42.8,0,0,0,20.2,0,0,0,6.9,0,0,0,4.4,0,0,0,0.1,0,0,0,2,0,0,0,0.4
301,คลองสามวา,สุเหร่าคลองสามวา,0,0,0,29.7,0,0,0,7.2,0,0,0,2.4,0,0,0,0,0,0,0,4.6,0,0,0,42,0,0,0,21,0,0,0,7,0,0,0,4.3,0,0,0,0.1,0,0,0,1.9,0,0,0,0.4
302,คลองสี่,ถ.สุวินทวงศ์ เลย บจก.แสงสหมิตร สตีลกรุ๊ป,0,0,0,29.8,0,0,0,7.1,0,0,0,2.3,0,0,0,0.1,0,0,0,5,0,0,0,40.9,0,0,0,18.8,0,0,0,5.5,0,0,0,2.4,0,0,0,0.1,0,0,0,2.1,0,0,0,0.4
303,คลองหัวกระบือ,วัดหัวกระบือ,0,0,0,29.8,0,0,0,7.4,0,0,0,2.4,0,0,0,0,0,0,0,10.2,0,0,0,57.3,0,0,0,19.6,0,0,0,2.8,0,0,0,1.1,0,0,0,0.1,0,0,0,0.4,0,0,0,1.6